线路,方向记录数,本地起讫,首班,末班,运营公司,状态分类,车来了起讫
南沙38路,2,东涌湖公交总站 ⇄ 虎门轮渡码头总站 / 虎门轮渡码头总站 ⇄ 东涌湖公交总站,,,广州南沙客运公司,可核对（方向记录已匹配）,虎门轮渡码头总站 ⇄ 东涌湖公交总站 / 东涌湖公交总站 ⇄ 虎门轮渡码头总站
南沙49路,2,三姓路 ⇄ 大岗公交总站 / 大岗公交总站 ⇄ 三姓路站,05:30,21:30,创大公司,可核对（方向记录已匹配）,大岗公交总站 ⇄ 三姓路 / 三姓路 ⇄ 大岗公交总站
南沙4路,3,18:30后)(南沙资讯科技园站 ⇄ 蕉门公交总站 / 滨海公园站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 滨海公园站,18:30,22:50,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 滨海公园 / 滨海公园 ⇄ 蕉门公交总站
南沙54路,2,滨海公园 ⇄ 雁洲村总站 / 雁洲村总站 ⇄ 滨海公园站,,,广州南沙润信客运公司,可核对（方向记录已匹配）,雁洲村总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 雁洲村总站
南沙58路,2,粤新船厂总站 ⇄ 翡翠蓝湾社区总站 / 翡翠蓝湾社区站 ⇄ 粤新船厂总站,07:00,20:00,广州南沙润信公交有限公司,可核对（方向记录已匹配）,粤新船厂总站 ⇄ 翡翠蓝湾社区总站 / 翡翠蓝湾社区总站 ⇄ 粤新船厂总站
南沙5路,2,华润瑞府公交总站 ⇄ 邮轮母港站 / 邮轮母港站 ⇄ 华润瑞府公交总站,06:30,20:00,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,华润瑞府公交总站 ⇄ 邮轮母港 / 邮轮母港 ⇄ 华润瑞府公交总站
南沙61路短线,3,万科海上明月 ⇄ 黄阁中学 / 黄阁中学 ⇄ 万科海上明月 / 黄阁公交总站 ⇄ 黄阁公交总站,,,,可核对（方向记录已匹配）,黄山鲁西门总站 ⇄ 万科海上明月站 / 万科海上明月站 ⇄ 黄山鲁西门总站
南沙62路,2,广州船坞总站 ⇄ 珠江电厂站 / 珠江电厂站 ⇄ 广州船坞总站,,,广州南沙经济技术开发区蒲州客运公司,可核对（方向记录已匹配）,广州船坞总站 ⇄ 珠江电厂 / 珠江电厂 ⇄ 广州船坞总站
南沙62路短线,2,南沙小学西门 ⇄ 广州船坞总站 / 广州船坞总站 ⇄ 南沙小学西门站,,,广州南沙经济技术开发区蒲州客运公司,可核对（方向记录已匹配）,广州船坞总站 ⇄ 珠江电厂 / 珠江电厂 ⇄ 广州船坞总站
南沙65路,4,大站快线)(大岗公交总站 ⇄ 市桥汽车站 / 大站快线)(市桥汽车站 ⇄ 大岗公交总站 / 市桥汽车站 ⇄ 潭洲车站 / 潭洲车站 ⇄ 市桥汽车站,06:20,19:00,广州南沙润信客运公司,可核对（方向记录已匹配）,市桥汽车站东门（番禺人才市场） ⇄ 潭洲车站总站 / 潭洲车站总站 ⇄ 市桥汽车站西门（番禺人才市场）
南沙67路,2,大岗公交总站 ⇄ 番禺区中心医院总站 / 番禺中心医院总站 ⇄ 大岗公交总站,06:30,19:15,广州南沙润信客运公司,可核对（方向记录已匹配）,番禺中心医院总站 ⇄ 大岗公交总站 / 大岗公交总站 ⇄ 番禺中心医院总站
南沙68路,2,市桥汽车站 ⇄ 榄核公交总站 / 榄核公交总站 ⇄ 番禺市桥汽车站总站,06:55,22:25,润信公司,可核对（方向记录已匹配）,榄核公交总站 ⇄ 市桥汽车站西门（番禺人才市场） / 市桥汽车站东门（番禺人才市场） ⇄ 榄核公交总站
南沙8路,2,珠江电厂站 ⇄ 黄沙路北站 / 黄沙路北站 ⇄ 珠江电厂站,07:00,21:00,南沙巴士客运公司,可核对（方向记录已匹配）,黄沙路北 ⇄ 南沙中心医院西门 / 南沙中心医院西门 ⇄ 黄沙路北
南沙旅游1路,2,邮轮母港公交总站 ⇄ 大湾区文体中心（灵新大道） / 大湾区文体中心（灵新大道） ⇄ 邮轮母港公交总站,07:20,21:00,广州南沙交通发展有限公司,可核对（方向记录已匹配）,邮轮母港公交总站 ⇄ 大湾区文化体育中心公交总站 / 大湾区文化体育中心公交总站 ⇄ 邮轮母港公交总站
南沙学1路,2,华润瑞府公交总站 ⇄ 南沙客运港站 / 南沙客运港站 ⇄ 华润瑞府公交总站,,,,可核对（方向记录已匹配）,南沙客运港总站 ⇄ 华润瑞府公交总站 / 华润瑞府公交总站 ⇄ 南沙客运港总站
南沙夜1路,1,万科海上明月总站 ⇄ 万科海上明月总站,22:40,23:40,,可核对（方向记录已匹配）,万科海上明月 ⇄ 万科海上明月
南沙G1路,2,十九涌站 ⇄ 蕉门地铁站 / 蕉门公交总站 ⇄ 南沙湿地公园,07:15,22:00,南沙巴士客运公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 大湾区文化体育中心公交总站 / 大湾区文化体育中心公交总站 ⇄ 蕉门公交总站
南沙G2路,2,万顷沙公交总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 万顷沙公交总站,06:30,21:00,广州公交集团二汽南沙客运分公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 万顷沙公交总站 / 万顷沙公交总站 ⇄ 蕉门公交总站
南沙G3路,2,榄核公交总站 ⇄ 横沥地铁站公交总站 / 横沥地铁站公交总站 ⇄ 榄核公交总站,,,广州公交集团二汽南沙客运分公司,可核对（方向记录已匹配）,横沥地铁站公交总站 ⇄ 榄核公交总站 / 榄核公交站 ⇄ 横沥地铁站公交总站
南沙G4路,2,新兴村委总站 ⇄ 虎门轮渡码头总站 / 虎门轮渡码头总站 ⇄ 新兴村委总站,06:25,23:15,广州公交集团二汽南沙客运分公司,可核对（方向记录已匹配）,虎门轮渡码头总站 ⇄ 新兴村委总站 / 新兴村委总站 ⇄ 虎门轮渡码头总站
南沙G5路,2,横沥地铁站公交总站 ⇄ 蕉门地铁站 / 蕉门地铁站 ⇄ 横沥地铁站公交总站,,,南沙交通,可核对（方向记录已匹配）,蕉门地铁站（区政府） ⇄ 横沥地铁站公交总站 / 横沥地铁站公交总站 ⇄ 蕉门地铁站（区政府）
南沙K1路,2,天河公交场总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 天河公交场总站,,,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 天河公交场总站 / 天河公交场总站 ⇄ 蕉门公交总站
南沙K1路支线,2,珠江帝景苑总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 珠江帝景苑总站,,,广州公交集团二汽南沙客运分公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 珠江帝景苑总站 / 珠江帝景苑总站 ⇄ 蕉门公交总站
南沙K5路,2,市桥汽车站总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 市桥汽车站,06:45,21:45,润信公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 市桥汽车站西门（番禺人才市场） / 市桥汽车站东门（番禺人才市场） ⇄ 蕉门公交总站
南沙K7路,2,大岗公交总站 ⇄ 广州南站总站 / 广州南站总站 ⇄ 大岗公交总站,05:20,21:20,广州南沙润信客运公司,可核对（方向记录已匹配）,广州南站总站 ⇄ 大岗公交总站 / 大岗公交总站 ⇄ 广州南站总站
南沙K8路,2,广仁路总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 广仁路总站,,,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,广仁路总站 ⇄ 蕉门公交总站 / 蕉门公交总站 ⇄ 广仁路总站
南沙W1A路,1,蕉门公交总站 ⇄ 蕉门公交总站,07:00,20:00,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 蕉门公交总站
南沙W1B路,1,蕉门公交总站 ⇄ 蕉门公交总站,07:00,20:00,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,蕉门公交总站 ⇄ 蕉门公交总站
南沙W2路,1,南沙资讯科技园站 ⇄ 南沙资讯科技园站,07:00,18:30,广州巴士集团南沙巴士有限公司,可核对（方向记录已匹配）,南沙资讯科技园 ⇄ 南沙资讯科技园
商务专线3路,2,沙涌南总站 ⇄ 站前路总站 / 站前路 ⇄ 沙涌南总站,07:00,20:30,广州公交集团一汽巴士客运公司,可核对（方向记录已匹配）,站前路（西郊大厦）总站 ⇄ 站前路（西郊大厦）总站
商务专线5路,2,大塘总站 ⇄ 沙河横马路 / 沙河横马路 ⇄ 大塘总站,06:30,19:30,第一巴士,可核对（方向记录已匹配）,大塘（坚真花园）总站① ⇄ 沙河横马路 / 沙河横马路 ⇄ 大塘（坚真花园）总站①
夜100路,2,天河客运站总站 ⇄ 黄埔古村南广场总站 / 黄埔古村南广场总站(落客点) ⇄ 天河客运站总站,22:30,23:59,巴士集团,可核对（方向记录已匹配）,黄埔古村南广场总站 ⇄ 天河客运站① / 天河客运站② ⇄ 黄埔古村南广场总站
夜101路,2,沐陂村总站 ⇄ 沥滘总站 / 沥滘总站 ⇄ 沐陂村总站,22:00,24:00,巴士集团,可核对（方向记录已匹配）,沥滘总站 ⇄ 沐陂村总站 / 沐陂村总站 ⇄ 沥滘总站
夜102路,2,东山总站 ⇄ 广州南站总站 / 广州南站总站 ⇄ 东山总站(东华北路),,,广州第二巴士客运公司(广州番广客运公司),可核对（方向记录已匹配）,广州南站总站 ⇄ 东山（东华北路）总站 / 东山（东华北路）总站 ⇄ 广州南站总站
夜104路,2,萝岗香雪总站 ⇄ 黄埔东路(石化南路)总站 / 黄埔东路总站(石化南路) ⇄ 萝岗香雪总站,,,广州第三巴士客运公司,可核对（方向记录已匹配）,黄埔东路（石化南路）总站 ⇄ 萝岗香雪（梅花世界）总站 / 萝岗香雪（梅花世界）总站 ⇄ 黄埔东路（石化南路）总站
夜105路,2,兴民路总站 ⇄ 南悦花苑总站 / 南悦花苑总站 ⇄ 兴民路总站,22:40,24:00,广州第二巴士客运公司,可核对（方向记录已匹配）,兴民路（天汇广场）总站 ⇄ 南悦花苑总站 / 南悦花苑总站 ⇄ 兴民路（天汇广场）总站
夜106路,2,人和墟总站 ⇄ 花都富力金港城总站 / 花都富力金港城总站 ⇄ 人和墟总站,22:30,23:59,广州公交集团二汽花都恒通客运公司,可核对（方向记录已匹配）,人和墟总站 ⇄ 富力金港城总站 / 富力金港城总站 ⇄ 人和墟总站
夜107路,2,白云路总站 ⇄ 石井(红星小学)总站 / 石井(广东兵工厂旧址)站 ⇄ 白云路总站,22:40,00:20,广州第二巴士客运公司,可核对（方向记录已匹配）,白云路总站② ⇄ 石井（红星小学）总站 / 石井（红星小学）总站 ⇄ 白云路总站②
夜108路,2,五羊邨 ⇄ 宸悦路总站 / 宸悦路总站 ⇄ 五羊邨,22:30,00:30,广州第一巴士客运公司,可核对（方向记录已匹配）,宸悦路总站 ⇄ 五羊邨 / 五羊邨总站 ⇄ 宸悦路总站
夜109路,2,万博中心总站 ⇄ 五羊邨站 / 五羊邨站 ⇄ 万博中心总站,22:30,23:59,广州第一巴士客运公司,可核对（方向记录已匹配）,万博中心总站 ⇄ 五羊邨 / 五羊邨总站 ⇄ 万博中心总站
夜10路,2,东山口总站 ⇄ 龙洞总站 / 龙洞总站 ⇄ 东山口总站,22:20,00:30,广州第一巴士客运公司(广州公交集团一汽巴士客运公司),可核对（方向记录已匹配）,龙洞（广东金融学院）总站 ⇄ 东山口总站 / 东山口总站 ⇄ 龙洞（广东金融学院）总站
夜113路,1,裕海路总站 ⇄ 裕海路总站,,,巴士集团,可核对（方向记录已匹配）,裕海路总站 ⇄ 裕海路总站
夜114路,1,南悦花苑总站 ⇄ 南悦花苑总站,,,巴士集团,可核对（方向记录已匹配）,南悦花苑总站 ⇄ 南悦花苑总站
夜117路,1,地铁滘心站总站 ⇄ 地铁滘心站总站,,,,可核对（方向记录已匹配）,地铁滘心站总站 ⇄ 地铁滘心站总站
夜118路,2,地铁钟落潭站 ⇄ 马洞森林公园总站 / 马洞森林公园总站 ⇄ 地铁钟落潭站,22:15,23:15,,可核对（方向记录已匹配）,地铁钟落潭站 ⇄ 马洞森林公园总站 / 马洞森林公园总站 ⇄ 地铁钟落潭站
夜119路,2,司法学校 ⇄ 龙归城总站 / 龙归城总站 ⇄ 司法学校,22:15,23:15,,可核对（方向记录已匹配）,龙归城（地铁夏良站）总站 ⇄ 司法学校 / 司法学校 ⇄ 龙归城（地铁夏良站）总站
夜11路,2,广州火车站总站 ⇄ 芳村西塱总站 / 芳村西塱总站 ⇄ 广州火车站总站,,,广州第一巴士客运公司(广州公交集团一汽巴士客运公司),可核对（方向记录已匹配）,芳村西塱总站 ⇄ 广州火车站（草暖公园）总站 / 广州火车站（草暖公园）总站 ⇄ 芳村西塱总站
夜120路,2,石溪总站 ⇄ 西湾路总站 / 西湾路总站 ⇄ 石溪总站,23:10,00:30,,可核对（方向记录已匹配）,西湾路（唐宁花园）总站 ⇄ 石溪总站 / 石溪总站 ⇄ 西湾路（唐宁花园）总站
夜121路,2,地铁白云公园站总站 ⇄ 泮塘总站 / 泮塘总站 ⇄ 地铁白云公园站总站,22:40,00:30,第二巴士,可核对（方向记录已匹配）,泮塘总站 ⇄ 地铁白云公园站总站 / 地铁白云公园站总站 ⇄ 泮塘总站
夜123路,2,和瑞路总站 ⇄ 太和(民营科技园)总站 / 太和(民营科技园)总站 ⇄ 和瑞路总站,23:00,00:00,,可核对（方向记录已匹配）,太和（民营科技园）总站 ⇄ 和瑞路总站 / 和瑞路总站 ⇄ 太和（民营科技园）总站
夜124路,1,地铁燕山站总站 ⇄ 地铁燕山站总站,,,,可核对（方向记录已匹配）,峻泰路 ⇄ 燕山（星樾山畔）
夜125路,1,地铁官洲站总站 ⇄ 地铁官洲站总站,,,,可核对（方向记录已匹配）,地铁官洲站 ⇄ 地铁官洲站
夜126路,2,地铁红卫站总站 ⇄ 地铁镇龙站总站 / 地铁镇龙站总站 ⇄ 地铁红卫站总站,,,广州公交集团第三公共汽车有限公司,可核对（方向记录已匹配）,地铁镇龙站总站 ⇄ 地铁红卫站总站 / 地铁红卫站总站 ⇄ 地铁镇龙站总站
夜128路,2,大学城(广工)总站 ⇄ 海珠客运站总站 / 海珠客运站总站 ⇄ 大学城(广工)总站,,,巴士集团,可核对（方向记录已匹配）,大学城（广工）总站 ⇄ 海珠客运站总站 / 海珠客运站总站 ⇄ 大学城（广工）总站
夜12路,2,省荣军医院 ⇄ 黄石路总站 / 黄石路总站 ⇄ 省荣军医院,22:00,01:00,广州公交集团一汽巴士客运公司,可核对（方向记录已匹配）,省荣军医院（荣校）① ⇄ 黄石路总站 / 黄石路总站 ⇄ 省荣军医院（荣校）②
夜130路,1,知识城南总站 ⇄ 知识城南总站,,,广州珍宝巴士有限公司,可核对（方向记录已匹配）,知识城南（地铁何棠下站）总站 ⇄ 知识城南（地铁何棠下站）总站
夜131路,1,九龙镇政府总站 ⇄ 九龙镇政府,,,广州珍宝巴士有限公司,可核对（方向记录已匹配）,山龙大街总站 ⇄ 山龙大街总站
夜132路,1,珠江嘉苑总站 ⇄ 珠江嘉苑总站,22:30,00:00,,可核对（方向记录已匹配）,珠江嘉苑总站 ⇄ 珠江嘉苑总站
夜133路,2,南浦岛总站 ⇄ 天河公交场总站2 / 天河公交场总站 ⇄ 南浦岛总站,22:00,00:00,广州巴士集团,可核对（方向记录已匹配）,南浦岛（锦绣半岛）总站 ⇄ 天河公交场总站 / 天河公交场总站 ⇄ 南浦岛（锦绣半岛）总站
夜134路,1,南岗(总站) ⇄ 南岗(总站),,,,可核对（方向记录已匹配）,南岗总站 ⇄ 南岗总站
夜13路,2,天河儿童公园北门总站 ⇄ 梅东路总站 / 梅东路总站 ⇄ 天河儿童公园北门总站,22:15,01:00,广州公交集团一汽巴士客运公司,可核对（方向记录已匹配）,梅东路总站 ⇄ 天河儿童公园北门总站 / 天河儿童公园北门总站 ⇄ 梅东路总站
夜14路,2,东莞庄总站 ⇄ 广州火车站总站 / 广州火车站总站 ⇄ 东莞庄总站,21:10,00:10,广州第一巴士客运公司(广州公交集团一汽巴士客运公司),可核对（方向记录已匹配）,广州火车站（草暖公园）总站 ⇄ 东莞庄总站 / 东莞庄总站 ⇄ 广州火车站（草暖公园）总站
夜15路,2,同德围总站 ⇄ 广州火车东站总站 / 广州火车东站总站 ⇄ 同德围总站,,,广州公交集团一汽巴士客运公司,可核对（方向记录已匹配）,同德围（横滘村）总站1 ⇄ 广州火车东站总站 / 广州火车东站总站 ⇄ 同德围（横滘村）总站
夜16路,2,城西花园总站 ⇄ 门口岗总站 / 门口岗总站 ⇄ 城西花园总站,22:00,00:30,广州公交集团一汽巴士客运公司,可核对（方向记录已匹配）,门口岗总站 ⇄ 城西花园总站 / 城西花园总站 ⇄ 门口岗总站
夜17路,2,广州火车东站总站 ⇄ 珠村总站 / 珠村总站 ⇄ 广州火车东站总站,22:15,01:30,广州巴士集团有限公司第二分公司六车队,可核对（方向记录已匹配）,珠村 ⇄ 广州火车东站总站 / 广州火车东站总站 ⇄ 珠村1
夜18路,2,员村总站 ⇄ 广州火车站总站 / 广州火车站总站 ⇄ 员村总站,,,广州第二巴士客运公司,可核对（方向记录已匹配）,广州火车站（草暖公园）总站 ⇄ 员村总站① / 员村总站① ⇄ 广州火车站（草暖公园）总站
夜19路,2,汇彩路北总站 ⇄ 罗冲围总站 / 罗冲围总站 ⇄ 汇彩路北总站,,,广州第二巴士客运公司,可核对（方向记录已匹配）,罗冲围总站 ⇄ 汇彩路北总站 / 汇彩路北总站 ⇄ 罗冲围总站
夜1路,2,东山总站(署前路) ⇄ 芳村花园南门总站 / 芳村花园南门总站 ⇄ 东山总站(署前路),,,广州公交集团一汽巴士客运公司,可核对（方向记录已匹配）,芳村花园南门总站 ⇄ 东山（署前路）总站 / 东山（署前路）总站 ⇄ 芳村花园南门总站
