所属站,站组ID,分站名,平台ID,分站编号,车来了分站,经度,纬度,经停线路
荔红路总站,荔红路总,荔红路总站,BV11384732,,荔红路总站,113.180508,23.387735,花112路、花70路、花70路短线、703路
荔红南路,荔红南路,荔红南路站,BV11435995,,荔红南路,113.179219,23.377678,705路、花112路、花31B路、花70路、花70路短线、703路
荔红中路,荔红中路#1,荔红中路,BV10847173,,荔红中路,113.501771,23.178003,328路支线、337路、339路、367路、373路、392路、506路、569路、571A路、943路、948路、夜104路、夜49路、夜51路、夜97路
荔红中路,荔红中路#2,荔红中路,BV09078881,,荔红中路,113.180416,23.390325,花31B路、花70路、花70路短线
荔湖站,荔湖,荔湖站,BV11360400,,荔湖站,113.813483,23.258202,增城10路、增城1路、增城5路、增城8路、增夜2路
荔湖城,荔湖城,荔湖城,BV10562531,,,113.596696,23.215477,增城11A路、增城31路、增城35路、增夜4路
荔湖城总站,荔湖城总,荔湖城总站,BV10632869,,荔湖城总站,113.597843,23.214948,366路
荔湖社区总站,荔湖社区总,荔湖社区总站,BV11455375,,荔湖社区总站,113.826880,23.244714,增城1路
荔景中学,荔景中学,荔景中学,BV11621324,,荔景中学,113.806536,23.282127,增城2路
荔圃宾馆,荔圃宾馆,荔圃宾馆,BV10022870,,荔圃宾馆,113.645042,23.647343,从4路、从702路、从4路快线
荔勤北路(崇文四路口),荔勤北路(崇文四路口),荔勤北路(崇文四路口),BV09066311,,荔勤北路（崇文四路口）,113.233597,23.070292,19路、445路环线、71路、770路、87路
荔勤北路中,荔勤北路中,荔勤北路中,BV09066310,,荔勤北路中,113.237322,23.072021,19路、445路环线、102路
荔勤南路,荔勤南路,荔勤南路,BV09149595,,荔勤南路,113.240964,23.067601,787路
荔勤南路(崇文四路口),荔勤南路(崇文四路口),荔勤南路(崇文四路口),BV09191080,,荔勤南路（崇文四路口）,113.237028,23.068091,87路
荔勤南路(崇文四路口),荔勤南路(崇文四路口),荔勤南路(崇文四路口)(南行),BV09308840,,荔勤南路总站,113.237560,23.066737,787路、87路
荔勤南路(崇文四路口),荔勤南路(崇文四路口),荔勤南路(崇文四路口)(北行),BV09308841,,荔勤南路,113.237087,23.067996,787路
荔勤南路总站,荔勤南路总,荔勤南路总站,BV09234523,,荔勤南路总站,113.238268,23.066484,787路
荔湾湖公园西门,荔湾湖公园西门,荔湾湖公园西门,BV11688488,,荔湾湖公园西门,113.224907,23.124408,208路、209路、538路、71路、82路、9路、夜33路、广123路、广275路、105路
荔湾湖西门,荔湾湖西门,荔湾湖西门,BV09372074,,,113.224907,23.124408,夜37路
荔湾路,荔湾路,荔湾路2,BV09162065,2,荔湾路①,113.238122,23.130384,15路、413路、52路、530路、555路、55路、88路、夜11路、夜30路、夜59路、广260路、广275路、105路
荔湾路,荔湾路,荔湾路1,BV09233339,1,荔湾路①,113.238041,23.130568,133路、268路、413路、555路、夜95路、105路
荔湾路,荔湾路,荔湾路,BV09374429,1,荔湾路①,113.237507,23.129788,夜59路
荔湾路口,荔湾路口,荔湾路口1,BV09271782,1,荔湾路口1,113.234999,23.128309,124路、128路、193路、233路、52路、555路、61路、夜11路、夜27路、夜31路、夜95路、夜99路、广260路、广286路、旅游公交1线、广205路
荔湾路口,荔湾路口,荔湾路口,BV10016144,1,荔湾路口1,113.234639,23.128191,夜127路、夜59路、109路
荔湾路口,荔湾路口,荔湾路口2,BV11164816,2,荔湾路口2,113.234458,23.128301,133路、17路、204路、207路、250路、555路、61路、885路、夜11路、夜27路、夜2路、夜31路、夜59路、旅游公交1线、旅游公交2线、广205路、104路、109路、107路、105路
荔湾图书馆,荔湾图书馆,荔湾图书馆,BV11137778,,荔湾图书馆,113.232682,23.131515,413路
荔香公园,荔香公园,荔香公园,BV11360404,,,113.496689,23.449559,从801路
荔香路,荔香路,荔香路,BV10017071,,荔香路,113.438775,23.100599,438路、高峰快线24路
荔香路南,荔香路南,荔香路南站,BV11448837,,荔香路南,113.439040,23.098667,431路、438路、517路、B5路
荔新路口(新塘),荔新路口(新塘),荔新路口(新塘)站,BV11575475,,荔新路口（新塘）,113.608875,23.125920,增城27路、增城32路内环、增城32路外环、增城36路、增城39路、增城46路、增城75路、增城9路、增城9路快线
荔新路口(新塘),荔新路口(新塘),荔新路口,BV11662112,,荔新路口（新塘）,113.608875,23.125920,增城9路快线
荔信三街,荔信三街,荔信三街,BV09117110,,,113.244605,23.069785,445路环线
荔星大道北,荔星大道北,荔星大道北,BV09389723,,荔星大道北,113.796017,23.305403,增城77路
荔茵幼儿园,荔茵幼儿园,荔茵幼儿园,BV11118424,,荔茵幼儿园,113.823851,23.304436,增城15路、增城48路、增城6路、增城79路
荔园,荔园,荔园,BV11590046,,,112.949146,23.360410,655A线
荔枝小镇,荔枝小镇,荔枝小镇,BV11450234,,荔枝小镇,113.707799,23.207360,增城13路、增城65路
荔枝园西,荔枝园西,荔枝园西,BV10018126,,荔枝园西,113.537126,23.092343,436路
砺江桥,砺江桥,砺江桥,BV10023100,,砺江桥,113.481958,22.984682,番131路、番92路/番92路、番93路、番93路短线
连丰,连丰,连丰,BV11352941,,,113.360839,23.590186,从404路
连塘,连塘,连塘,BV11151769,,连塘,113.914180,23.901706,从506路
连塘村路口,连塘村路口,连塘村路口,BV11623840,,,113.497867,23.472001,从5路长线
连塘村委,连塘村委,连塘村委,BV11352974,,连塘村委,113.486154,23.485584,从806路
连塘路口,连塘路口,连塘路口,BV10020441,,连塘路口,113.497000,23.472100,从5路、从803路、从806路、从807路、从808路、从夜1路
连塘市场,连塘市场,连塘市场,BV11352963,,连塘市场,113.488732,23.484919,从806路
连溪大道站,连溪大道,连溪大道站,BV09410332,,,113.504886,22.850333,南沙8路
连兴,连兴,连兴,BV11151768,,连兴,113.922257,23.904053,从506路
连云路总站,连云路总站,连云路总站,BV09128485,,,113.526847,23.129651,
连珠,连珠,连珠站,BV11317188,,连珠,113.049931,23.443106,花68路、花81路
莲峰书院,莲峰书院,莲峰书院,BV10251629,,莲峰书院,113.081685,23.002710,佛251路
莲港大道西,莲港大道西,莲港大道西分站,BV09201156,,莲港大道西,113.480563,22.970027,番148路、番160路
莲港大道西,莲港大道西,莲港大道西站,BV09254334,,莲港大道西,113.480647,22.969919,番128路、番132路旅游专线、番148路、番160路、番93路
莲港大道中,莲港大道中,莲港大道中,BV11610673,,莲港大道中,113.487073,22.972723,番128路、番148路、番160路、番162B路
莲花山车站,莲花山车,莲花山车站,BV10023434,,莲花山车站,113.495397,22.978561,番128路、番162B路、番92路/番92路、番93路、番93路短线
莲花山港,莲花山港,莲花山港,BV10019765,,莲花山港,113.495022,22.971686,番128路、番148路、番160路、番162B路、番92路/番92路、番93路、番93路短线
莲花山港正门,莲花山港正门,莲花山港正门,BV11447764,,莲花山港正门,113.500525,22.970805,番160路、番92路/番92路、番93路、番93路短线
莲花山港总站,莲花山港总,莲花山港总站,BV10023192,,莲花山港总站,113.500631,22.970903,番160路
莲花山交警中队,莲花山交警中队,莲花山交警中队,BV10023071,,莲花山交警中队,113.475710,22.978136,番126路、番128路、番131路、番132路旅游专线、番92路/番92路、番93路、番93路短线
莲花山庄,莲花山庄,莲花山庄,BV10023098,,莲花山庄,113.490199,22.987574,番131路
莲花市场,莲花市场,莲花市场,BV10020773,,莲花市场,113.826388,23.292478,增城2路、增城3路
莲花砚路,莲花砚路,莲花砚路,BV10023976,,莲花砚路,113.431559,23.177204,325路
莲山中路,莲山中路,莲山中路,BV09407240,,莲山中路,113.244069,23.430498,花8路
莲塘村,莲塘村#1,莲塘村,BV11619428,,莲塘村,113.651416,23.280757,370路、增城11路
莲塘村,莲塘村#2,莲塘村,BV11619425,,莲塘村,113.484674,23.342011,827路
莲塘村,莲塘村#3,莲塘村,BV11619427,,,113.446023,23.660966,从901路
莲塘村,莲塘村#4,莲塘村,BV11619426,,莲塘村,113.246090,23.399211,花84路
莲塘村委站,莲塘村委,莲塘村委站,BV11452845,,莲塘村委,113.659808,23.270166,增城89路
莲塘村总站,莲塘村总,莲塘村总站,BV10017614,,莲塘村总站,113.484739,23.342372,342路
莲塘面村,莲塘面村,莲塘面村,BV10015369,,莲塘面村,113.726397,23.278047,增城11路、增城12路、增城13路、增城2路、增城4路
莲塘南,莲塘南,莲塘南,BV11690356,,莲塘南,113.240422,23.389535,715路、夜92路、花22路、花30路
莲塘市场,莲塘市场,莲塘市场,BV11595181,,莲塘市场,113.241898,23.396390,花17路联民村、花1路、花84路
莲溪,莲溪,莲溪,BV09246211,1,莲溪,113.421982,23.114896,348路、356路、B16路、B17路、B1短线快车、B1路、B26路、夜41路、夜46路
莲溪,莲溪,莲溪站,BV09326646,1,BRT莲溪1,113.421851,23.115008,B16路、B17路、B1短线快车、B1路、B24路、B26路、B5路
莲溪村站,莲溪村,莲溪村站,BV11037277,,莲溪村,113.499847,22.834242,南沙15路、南沙33路、南沙8路、番141路
莲溪大道站,莲溪大道,莲溪大道站,BV11414812,,莲溪大道,113.504737,22.850268,南沙8路
莲溪路口,莲溪路口,莲溪路口,BV11487906,,莲溪路口,113.412458,23.106616,495路、903路、B24路、B2A路、550路
莲涌街,莲涌街,莲涌街,BV09285358,,,113.243262,23.165433,
联安,联安#1,联安,BV11371474,,联安,113.169515,23.104943,佛244路、佛276路/佛276、佛277路、佛278路、佛279路、广260路、广419路
联安,联安#2,联安,BV11688091,,,113.675165,23.432714,增城73路
联安村(村委),联安村(村委),联安村,BV11138642,,联安村,113.674978,23.431217,增城51路、增城73路
联安村(村委),联安村(村委),联安村(村委),BV11156921,,联安村,113.675039,23.432719,增城73路
联安村四队,联安村四队,联安村四队,BV10442988,,,113.330324,23.464905,花32路
联安村委,联安村委,联安村委,BV11431439,,联安村委,113.329486,23.470262,花32路
联邦工业城,联邦工业城,联邦工业城,BV11164924,,联邦工业城,113.328457,22.939242,番108B路、番129路、番16路、番4B路、番9路、番9路长线
联边文体公园,联边文体公园,联边文体公园,BV11658752,,,113.283837,23.230797,鹤龙4线
联表,联表,联表,BV10252415,,,113.094358,23.157299,佛244B路
联东U谷总站,联东U谷总,联东U谷总站,BV09166057,,,113.501681,23.072774,穗东街便民车01线
联发市场,联发市场,联发市场,BV10020887,,联发市场,113.592789,23.525441,从301路、从5路、从5路长线、从904路、从夜1路
联丰村,联丰村,联丰村,BV10015990,,联丰村,113.612813,23.248572,增城36路
联丰村委,联丰村委#1,联丰村委,BV11152745,,联丰村委,113.984112,23.811371,从501路
联丰村委,联丰村委#2,联丰村委,BV10024313,,联丰村委,113.618250,23.246737,增城36路
联丰卫生站,联丰卫生,联丰卫生站,BV09389309,,联丰卫生站,113.621317,23.245372,增城36路
联广路东,联广路东,联广路东,BV09265899,,联广路东,113.520820,23.122485,337路
联广路西,联广路西,联广路西,BV09254006,,联广路西,113.506957,23.119962,337路
联广路中,联广路中,联广路中,BV09265896,,联广路中,113.517782,23.122000,337路
联桂北,联桂北,联桂北,BV10014066,,联桂北,113.227190,23.101597,193路、207路、411路、414路、552路、74路、780路、812路、91路、965路、广277路
联和,联和,联和2,BV09226063,2,联和②,113.259037,23.212201,251路、425路、510路、528路、58路、665路、706路、730路、794路、807路、840路、夜114路、夜35路、夜87路、夜94路、259路
联和,联和,联和1,BV11637999,1,联和①,113.258241,23.213308,21路、251路、298路、510路、522路、523A路、523路、58A路、58路、665路、706路、730路、807路、886路、夜105路、夜114路、夜80路、夜87路、夜94路、高速专线2路、108路
联和,联和,联和,BV11687903,1,联和①,113.258241,23.213308,706路早间短线、759路环线
联和北,联和北,联和北,BV10017633,,联和北,113.412643,23.212847,333A路、346路、449路
联和路口,联和路口,联和路口,BV10847101,,联和路口,113.420613,23.195611,324路、346路、391路、449路、564A路、901路、夜60路
联和墟,联和墟,联和墟,BV11689574,,联和墟,113.419779,23.202514,333A路、346路、391路、449路
联和墟总站,联和墟总,联和墟总站,BV10022293,,联和墟总站,113.419797,23.202486,564A路
联和总站(惠联路),联和总站(惠联路),联和总站(惠联路),BV10022266,1,联和（惠联路）总站①,113.422058,23.197157,324路、333A路、391路、901路、夜60路
联河路中,联河路中,联河路中,BV10256264,,联河路中,113.145019,23.090421,佛211路
联滘路东,联滘路东#1,联滘路东,BV09121080,,联滘路东,113.232542,23.272309,722路、834路、977路
联滘路东,联滘路东#2,联滘路东,BV10875070,,,113.139217,23.121544,沥12B路
联滘路中,联滘路中,联滘路中,BV11652332,,联滘路中,113.228183,23.269970,722路、834路、977路
联诺科技站,联诺科技,联诺科技站,BV10387504,,,113.385773,22.889222,南36路
联平村委,联平村委,联平村委,BV11498330,,联平村委,113.730436,23.827391,从914路
联群村委,联群村委,联群村委,BV11498329,,,113.734621,23.768641,从914路
联群新村,联群新村,联群新村站,BV11691190,,联群新村,113.296489,23.438360,711路、花16路、花32路、花84路、花85路
联围村路口,联围村路口,联围村路口,BV11442563,,联围村路口,113.492639,22.977534,番92路/番92路、番93路、番93路短线
联溪洞牌坊,联溪洞牌坊,联溪洞牌坊,BV11152951,,联溪洞牌坊,113.850662,23.725252,从602路
联乡路总站,联乡路总,联乡路总站,BV09386976,,联乡路总站,113.237988,23.381774,花11路、花都116路、701路
联星,联星,联星,BV11620350,,联星,113.483708,23.498279,从807路
联星村,联星村,联星村,BV11379198,,联星村总站,113.086565,23.472370,花81A路
联星西华站,联星西华,联星西华站,BV11353222,,联星西华站,113.592028,23.537282,从11路、从12路、从13路、从14路、从19路、从19路密石班车、从1路东线、从3路、从化13路
联星西街,联星西街,联星西街,BV11632913,,联星西街,113.489084,23.497607,从807路
联兴村委,联兴村委,联兴村委,BV11382222,,联兴村委,113.691299,23.319580,增城49路、增城50路
联益村,联益村,联益村,BV10014878,,联益村,113.841060,23.337888,增城17路
