站点名,经停线路数
沙螺湾村站,1
沙角村委,1
沙迳村委,1
沙面小学(大坦沙校区),1
沙龙尾,1
沥一经济社,1
沥心沙东路,1
沥心沙东路口,1
河东派出所,1
河宕东,1
河村村口,1
河柳街,1
河沙中路西,1
河洞,1
河洞,1
河田西路,1
河西大道中,1
河西小学,1
河西市场,1
沿江路中,1
沿江路总站,1
泌一新村站,1
泮霞村,1
泰山路中,1
泰禾广州院子,1
洋田塘口,1
洋田村,1
洋田村总站,1
洋田白石岗总站,1
洛三,1
洛平路,1
洛浦医院,1
洛溪,1
洛溪西一村,1
洞企石路,1
洪奇沥大桥北(南沙交警二中队),1
洲仔围,1
活力体育中心,1
派潭养护站,1
流溪半岛总站,1
流潮,1
流花路小学,1
浔峰花苑,1
浪拔村,1
浪网大道路口,1
浮山大街口,1
海中八路,1
海中北路,1
海中小学,1
海中村总站,1
海中村站,1
海中高得,1
海五桂澜路口站,1
海傍幼儿园,1
海傍水乡,1
海北中学,1
海北市场,1
海南南丫东,1
海南南丫村口,1
海南南丫西,1
海南生北坊,1
海南连生坊,1
海大集团(化龙大道),1
海大集团总站,1
海安路站,1
海安路西站,1
海心村,1
海心沙公园,1
海心沙码头,1
海愉苑,1
海珠南路,1
海珠广场总站(侨光西),1
海珠涌大桥北,1
海珠涌大桥南,1
海琴湾总站(下渡路),1
海畔花园,1
海龙路口,1
消防中队站,1
涌北大街口,1
涌口工业区,1
涌边村,1
润江南路中,1
润江南路总站,1
淘金东路,1
淘金北路总站,1
淘金街,1
淘金路,1
淘金路口,1
深井码头总站,1
深沙尾,1
深沙村,1
深涌工业区,1
深涌村,1
清布街,1
清流村,1
渔中路站,1
渔沙坦(中山村)总站,1
渔沙坦(旺岗)总站,1
渔沙坦(渔东路)总站,1
渔沙坦总站(旺岗),1
渔沙坦总站(渔东路),1
温南路口,1
温塘肚,1
温屋社,1
温泉交警中队,1
温泉明月山溪,1
温泉牌坊,1
港前路(电厂东路口),1
港前路东,1
港前路口,1
港口大道南,1
港头,1
湖东西社村,1
湖景湾北门,1
湖滨南路,1
湛翠综合市场,1
湴汾村,1
湴湄村口站,1
湴湄村委站,1
湴湖卫生站,1
湴湖村委,1
湴湖黑叶园,1
湾扶,1
源和村,1
源和村西,1
源湖村五社,1
溪东村,1
溪东桥,1
溪头,1
溶洲路口,1
滘口地铁站,1
滘口客运站,1
滘心村,1
滘心村(滘心路口),1
滘心村总站,1
滨江东路总站,1
滨河路,1
滨河路西,1
滨海实验学校(南校区)站,1
滨海路站,1
滴水岩森林公园总站,1
潘屋,1
潘屋,1
潘屋社(临时站),1
潢涌体育馆,1
潢涌公寓,1
潢涌商业城,1
潭山中学站,1
潭山小学,1
潭村,1
澳洲山庄,1
濠迳村,1
火炬职院,1
火炬路,1
火炬路(雅居乐),1
火炼树,1
火车站(福宁路),1
火车站综合体,1
灯布社,1
灯湖东路中,1
灯湖西路南,1
灵山岛儿童公园,1
炭步,1
炭步二中,1
炭步镇二小,1
烨辉站,1
爱民路口,1
爱群村委,1
牛仔谷,1
牛利岗南街,1
牛古潭,1
牛心岭总站,1
牛路,1
牛轭洞,1
物流园,1
独树岗,1
独树岗市场,1
独树岗牌坊,1
狮地村,1
狮城国际(合和路),1
狮山大学城总站,1
狮山派出所松岗警务区,1
狮山海逸桃源花园,1
狮山石门高级中学,1
狮山高级中学,1
狮山高速路口,1
狮岭利和路,1
狮岭前进村卫生站,1
狮岭工商学院,1
狮岭汽车站总站,1
狮民村总站,1
狮诚医院站,1
狮象村委,1
猪肠桥,1
玉兰路,1
玉兰路中,1
玉兰路南,1
玉枕村,1
玉麟一路,1
王园路,1
王圣堂牌坊,1
王子山公园总站,1
王洞社,1
王洲湾1号东,1
玖龙宿舍,1
玖龙纸厂,1
玫瑰园,1
环城东路南,1
环城西路,1
环山新村,1
环山村,1
环岛南路东(科睿路口),1
环岛南路中,1
环市东南国路口,1
环村北路中,1
环村北路北,1
环村北路南,1
环村南路,1
环洲二路东,1
环洲二路北,1
环洲四路,1
环湖路,1
环滘旧桥头,1
环滘村总站,1
环滘村路口,1
环翠南路,1
现龙街,1
玲洲总站,1
珀丽酒店,1
珊景步行街(和乐路),1
珊瑚村委,1
珊瑚村委总站,1
珑耀华府,1
珠光路总站,1
珠吉街,1
珠吉路北,1
珠宝小镇总站,1
珠岛花园公交场,1
珠村七夕广场,1
珠江东路站,1
珠江南景园总站,1
珠江学院(东北门),1
珠江源昌花园,1
珠江灯光高新科技园,1
珠江街卫生服务中心,1
珠江街政务中心站,1
珠湖村,1
珠电路口站,1
琶洲保利总站,1
琶洲大桥北总站,1
瑞南路,1
瑞南路口,1
瑞宝乡,1
瑞宝南路,1
瑞岭大新站,1
瑞岭村委站,1
瑞机手袋厂,1
瑞祥路,1
瑞祥路东,1
瑞祥路西,1
瑞边村路口,1
瑶田路口,1
璧珑湾站,1
瓜岭村,1
瓦窑岗,1
瓦窑社(公里社),1
甘岗村委站,1
甘岗村站,1
甘竹山公园,1
生南,1
生态小镇,1
生活二区路口,1
生物产业园人才公寓,1
生物岛叠翠园,1
生物岛水墨园,1
田南路,1
田园路(新元路口),1
田园路中,1
田塘站,1
田心,1
田心,1
田心中心路,1
田心围,1
田心村,1
田心村,1
田心村委,1
田心村总站,1
田美村委,1
田美西村,1
电力机车,1
电厂东路,1
电厂东路口,1
电子五所,1
留东村东基站,1
留东村口,1
留新路站,1
留耕堂,1
番中路口,1
番安教考场,1
番村,1
番禺健力宝总站,1
番禺创新科技园西门,1
番禺区政务服务中心,1
番禺区第二人民医院总站,1
番禺博物馆,1
番禺大桥,1
番禺奥园南门,1
番禺客运站公交站,1
番艺花园(东环路),1
畲族村,1
疗养院,1
登穗路口,1
白云区图书馆,1
白云区气象局,1
白云山西门,1
白云机场T1A区4号门外4号位,1
白云机场T1A区到达大厅,1
白云机场T1B区到达大厅,1
白云机场T2西客运站,1
白云机场一号航站楼(25号门),1
白云湖公园西湖北门,1
白云空港商务区,1
白云花园,1
白云高尔夫花园总站,1
白兰站,1
白土,1
白土村,1
白坭,1
白坭小学,1
白天鹅京溪小学,1
白天鹅花园,1
白天鹅花园总站,1
白山村,1
白山村尾,1
白山村居委,1
白山村广场,1
白岗村,1
白岗路口,1
白水寨,1
白江湖森林公园,1
白沙公交总站,1
白沙公交站场,1
白沙商贸街,1
白沙小学,1
白沙村口,1
白沙村总站,1
白沙桥站(临时站),1
白沙社区,1
白洞桥,1
白湖村,1
白田岗,1
白石冚,1
白石岰,1
白石村,1
白石站,1
白米巷站,1
白蚬壳码头,1
白面石村(招呼站),1
白马塘,1
白鳝塘总站,1
白鹅潭艺术中心码头,1
白鹤沙总站,1
白鹤沙路,1
白鹤洞码头,1
百乐门食街,1
百亩园,1
百年光电厂站,1
百稔庄,1
百花古寺,1
百花路口,1
百鹤路口,1
皇岭社,1
皇庭峰景壹号,1
皮具文化园站,1
盈丰路总站,1
益海嘉里,1
益禾公寓站,1
益群村(金狮大道),1
盐步老龙公园,1
盘古王公园总站,1
盛世名门,1
盛龙社区,1
省妇幼保健院(金新大道),1
省质检基地,1
省贸易学校路口,1
省轻工学院,1
眉山工业区,1
眉山村,1
看守所,1
知新路(九太路口),1
知新路(博华六路),1
知新路(含英一路口),1
知新路(汤村),1
知新路(玉兰大道口)站,1
知新路(龙马路口)站,1
知新路南,1
知新路总站(万科幸福荟),1
知明路(何棠下),1
知明路(建设新街路口),1
知明路中,1
知明路南(广州泰和肿瘤医院),1
知行园,1
知识城南(地铁何棠下站)总站下客区,1
知识城南站,1
矮岗村,1
矮岗村委,1
石东路口,1
石二社,1
石井,1
石井,1
石井(广东兵工厂旧址)站,1
石井(朝阳村),1
石井(红星小学)总站,1
石井庆丰总站,1
石井总站,1
石井总站,1
石井总站(滘心村),1
石井总站(红星村),1
石井朝阳村,1
石井红星村总站,1
石井路口,1
石伦里,1
石化南一街,1
石化小学,1
石化路口,1
石南大桥,1
石南路,1
石南路东,1
石厦村,1
石古塘,1
石合路口,1
石吉,1
石吓村,1
石咀村委,1
石咀村路口,1
石围塘码头,1
石基小学站,1
石基村,1
石基村委站,1
石基村市场站,1
石基村站(市南路),1
石塘村委,1
石壁一村,1
石壁中学总站,1
石头村,1
石安路,1
石安路东,1
石岗东街,1
石岗二桥,1
石岗西基街,1
石岗路(绿地滨江汇),1
石岗路(绿地滨江汇)总站,1
石岭村委,1
石庆路北,1
石床,1
石新路南,1
石明村委,1
石楼官塱路,1
石楼碧桂园,1
石榴岗总站,1
石湖总站,1
石湖村东,1
石湖路口,1
石湖镇东路总站,1
石湾公园,1
石湾客运站,1
石滩客运站,1
石滩汽车站,1
石滩路口,1
石燕村,1
石牌东路北,1
石牌东路南,1
石牌村牌坊站,1
石碁成校,1
石碣市场,1
石碣路口,1
石联小学,1
石联村委,1
石联村委,1
石脚下,1
石西路口,1
石门街,1
石马公交场总站,1
石马德圣社区,1
石马总站,1
石马涌边大街中,1
石马涌边大街北,1
石龙大围,1
石龙火车站隧道口,1
矿泉街道办,1
碑记街北路口,1
碑记街路口,1
碧山村总站,1
碧映路东,1
碧映路西,1
碧桂园,1
碧桂园,1
碧桂园(会所),1
碧桂园假日半岛,1
碧桂园芷兰湾,1
碧桂西苑,1
碧桂路三乐路口,1
碧水新村,1
碧水新村总站,1
碧翠华庭站,1
磻溪村委,1
礌岗公园南门,1
礌岗地铁站,1
礼传三街,1
礼岗路,1
礼岗路口,1
社边街,1
祈福新村总站,1
祈福新邨,1
神山医院,1
神岗大桥,1
神州路,1
神舟路中,1
神舟路员工楼,1
祥云路总站,1
祥元路,1
祥岗东街,1
祥岗社区,1
福上下社一站,1
福上下社二站,1
福从路东,1
福和,1
福和医院,1
福和敬老院,1
福安村站,1
福愉西路,1
福星社,1
福洞小学,1
福洞村,1
福洞村尾,1
福盛花园,1
禺山高级中学(福贤路),1
禺秀园,1
禾丰新村东门,1
禾丰新村西门,1
禾丰环路南,1
禾丰路(春分路口),1
禾丰路东,1
禾仓村,1
禾堂岭,1
禾石站,1
秀亭二路中,1
秀亭二路北,1
秀亭二路南(白云湖西湖),1
秀全中学,1
秀塘五队,1
秀塘村委,1
秀水,1
秀水村,1
秋枫村委,1
秋风路口,1
科兴西路,1
科兴路,1
科华路,1
科学城南部公交场总站,1
科学城路口总站,1
科学大道(揽月路口),1
科技小镇东,1
科教城小学,1
科教城西公交总站,1
科教城西总站,1
科新路,1
科新路口,1
科林路总站,1
科泓路(科创大道路口),1
科甲居委会站,1
科目二考场,1
科翔路,1
移民新村,1
税务新村,1
穆院村,1
穗凌公司,1
穗华中学,1
穗园小区总站,1
窑下冚,1
窖吓村,1
立德街,1
立景创新科技总站,1
站前横路口站,1
站前路,1
站前路,1
站前路(西郊大厦)总站,1
童心北,1
竹三村总站,1
竹园头,1
竹坑保安亭,1
竹坑小学,1
竹坑村,1
竹坑村委,1
竹山总站,1
竹山村,1
竹山村口,1
竹料一中,1
竹料公交场,1
竹料综合市场,1
竹湖村,1
笔岗新村总站,1
笔村总站,1
第一国际,1
第三水厂,1
简塘村,1
米岗村委会,1
米岗村总站,1
米岗西门,1
米田社,1
粤新船厂总站,1
粤溪村,1
紫云阁,1
紫石岗,1
紫金城,1
紫霞山庄,1
红卫岗,1
红山村,1
红岭,1
红庄社,1
红旗中心路中,1
红旗坊,1
红旗村,1
红星南路,1
红星工业路北,1
红星工业路南,1
红星平安大道南,1
红星村站,1
红星路口,1
红海货场,1
红港村站,1
红湖村路口站,1
红田围,1
红石村委,1
红联,1
红联,1
红谷尚品站(临时站),1
纳帕溪谷,1
纵五路口,1
纸厂市场,1
纺织路,1
绀现站,1
经贸学校,1
综合市场,1
综合管理中心,1
绿地香树花园总站,1
绿地香树花城总站,1
绿景路口,1
绿村村委站,1
缠岗,1
罗仙村,1
罗仙村安置区,1
罗坑村,1
罗岗村,1
罗岗村委,1
罗庄,1
罗村,1
罗村二中,1
罗村敬老院,1
罗水楼,1
罗洞新塘,1
罗溪中路,1
罗溪村委,1
罗溪村总站,1
罗溪路,1
罗窑路,1
罗隐路口,1
美国工业区,1
美林湖,1
美林湖仓库,1
美的大道江山路口,1
美的工业区,1
美的工业园(南珠大道),1
美的工业园站,1
美的生活电器公司,1
美荔公园,1
美食广场南门,1
群星新村,1
群爱村,1
群爱村委,1
群爱村路口,1
群结村,1
群结村路口站,1
翠宝路,1
翠山路,1
翠竹园总站,1
翡翠蓝湾社区总站,1
老屋村,1
老干部活动中心,1
耕寮村,1
聆雨路口,1
联东U谷总站,1
联丰卫生站,1
联丰村,1
联丰村委,1
联丰村委,1
联和墟总站,1
联安,1
联安村四队,1
联安村委,1
联平村委,1
联广路东,1
联广路中,1
联广路西,1
联星,1
联星村,1
联星西街,1
联河路中,1
联溪洞牌坊,1
联滘路东,1
联益村,1
联群村委,1
联表,1
联诺科技站,1
联边文体公园,1
聚德中路,1
聚胜花园,1
聚贤街牌坊,1
聚龙地铁站D口,1
聚龙城,1
聚龙村,1
肇庆体育中心西门,1
肇庆长途站,1
肉联厂,1
育才东路,1
育才路何家庄,1
育水一路中,1
育英路,1
背阴村,1
胜塘,1
胜洲村,1
胡宅路口,1
胡忠儿童医院,1
胡忠儿童医院总站,1
能源路,1
腊布医院,1
腾冲牌坊,1
腾龙路北,1
良口公交总站,1
良园一路,1
良园一路口,1
良地埠站,1
良墩,1
良平村委,1
良田中路,1
良田保税路总站,1
良田南路,1
良田村站,1
良田环村西路,1
良田良狮路口,1
艺苑南路,1
艺苑南路口,1
芒林街,1
芙滨中路,1
芙滨路西,1
芙蓉东门,1
芙蓉大道路口,1
芙蓉度假村站,1
花东中学路口,1
花卉世界,1
花博大道,1
花园路,1
花园路口,1
花城北路,1
花城大道(平云路口),1
花城广场西总站,1
花城村卫生站,1
花城村卫生站,1
花山两龙,1
花山医院(106国道站),1
花山城西村,1
花山村,1
花岭,1
花港大道路口,1
花湾路,1
花都120指挥中心,1
花都儿童公园,1
花都儿童公园总站,1
花都区青少宫,1
花都区驾驶人考场,1
花都大道东,1
花都大道西,1
花都港综合办公楼,1
花都理工学校正门,1
花都飞鹅岭地铁口,1
芳二社,1
芳村丰年路总站,1
芳村合兴苑总站,1
芳村码头(信义路)总站,1
芳村花园(花园东街),1
苏坑,1
苏溪村,1
茂敦路口,1
范湖工业园,1
范湖市场,1
范湖机场,1
茅坪,1
茅山大道北,1
茅山大道南,1
茅山新二社,1
茅岗新岗路,1
茅田村,1
茅田路口,1
茘红路总站,1
茭塘东村牌坊,1
茭塘西,1
茶元岗文化室,1
茶叶市场,1
茶塘村,1
茶山,1
草场工业园,1
草埔,1
草塘村,1
草墩,1
草庄公园,1
草弄庄站,1
草河牌坊,1
草罗村,1
荔信三街,1
荔勤南路,1
荔勤南路总站,1
荔园,1
荔星大道北,1
荔景中学,1
荔枝园西,1
荔湖城总站,1
荔湖社区总站,1
荔湾图书馆,1
荔湾湖西门,1
荔香公园,1
荣兴路,1
荷塘村,1
荷景路,1
荷村牌坊(荷岳公路),1
莘田小学,1
莘田工业区,1
莘田村委,1
莞香水果市场,1
莫庄村,1
莲塘村,1
莲塘村,1
莲塘村,1
莲塘村委站,1
莲塘村总站,1
莲山中路,1
莲峰书院,1
莲溪大道站,1
莲花山庄,1
莲花山港总站,1
莲花砚路,1
莹湖公园站,1
菠萝山,1
菰坂塘,1
菰板塘,1
萝岗中医院,1
萝岗区青少年宫,1
萝岗行政执法楼,1
萝岭路南,1
营三街,1
萧岗市场,1
萧岗明珠北路,1
萧岗涌北大街,1
葵湖村,1
葵蓬一队,1
葵蓬西滘市场,1
蒋村,1
蒋村总站,1
蒙花布,1
蓄能电站,1
蓝天高级技校站,1
蓝山上坊社,1
蓝楹街长岗中学,1
蓝珠,1
蓝珠二社,1
蓝田村,1
蓼江上梁,1
蓼江村,1
蓼江村小学,1
蔗山村口,1
蔡二村(番禺大道),1
蔡边村(番禺大道),1
蔡边村总站,1
蕉园路口,1
蕉西路北站,1
蕉门公园站,1
蕉门地铁总站,1
藏书院村,1
藤业一路西,1
虎塘村委总站,1
虎沙大道,1
虎窿村总站,1
虎门渡口总站,1
虾角,1
蚌湖桥南,1
蚌湖清河大街总站,1
蛇龙南,1
蛟潭,1
蛤地地铁站,1
蜜仔窿,1
融穗澜湾,1
螺旋三路,1
蟹山西,1
蟹庄村,1
蟹庄村总站,1
蟾龙北路,1
行政中心,1
袁家涌南门楼,1
裕丰围总站,1
裕丰桥,1
裕安围,1
裕安围东约,1
裕海路总站,1
西一村,1
西一村下北,1
西一村工业路,1
西三村口,1
西三村总站,1
西丽小学,1
西乡二路路口,1
西二村市场,1
西南加油站,1
西南村委会,1
西南鹏城小学,1
西后街,1
西向村,1
西和牌坊,1
西园,1
西园村,1
西场总站,1
西塘村,1
西塘村六塘,1
西塘村委会,1
西塘矮岭仔,1
西塘稻草农业公园,1
西山村口,1
西山村委,1
西山白屋站,1
西岭村,1
西岭村东,1
西平轨道站,1
西平轨道站南,1
西庄,1
西庄路口,1
西成路,1
西成路中,1
西村,1
西村,1
西樵城区(官山二桥),1
西樵幼儿园总站,1
西樵幼儿园站,1
西樵村委站,1
西江社,1
西河村,1
西洲北路(增槎路口),1
西洲北路尾总站,1
西洲大道,1
西洲总站,1
西浦联谊会,1
西海东一村,1
西海大桥北,1
西湖滩路口,1
西湾路(唐宁花园),1
西溪桥,1
西环路北,1
西瓜岭,1
西瓜岭后街,1
西电广研院总站,1
西窖村,1
西约,1
西胜街(云道入口),1
西胜街总站,1
西苑南街,1
西街中,1
观海路,1
观绿桥,1
观龙岛十七队,1
观龙岛总站,1
观龙桥脚,1
规划局,1
解放路,1
誉山国际五区总站,1
誉山国际北门总站,1
讴村,1
诗书路,1
诜村总站,1
诜村村委会,1
诜村路口,1
谢岗,1
谢石公路(汉溪大道东路口),1
谢石公路中,1
谭边村,1
谷涌南,1
谷裕市场,1
豆角岭,1
象山村,1
象新村路口,1
象贤中学(福北路),1
象骏中学,1
贵斗村,1
资政大夫祠,1
资源热力电站,1
赤坭医院总站,1
赤坭工业园站,1
赤坭幼儿园,1
赤坭西莲塘村委总站,1
赤岗大塘总站,1
赤岗站(江海大道),1
赤岗西,1
赤村路口,1
赤树路口站,1
赤沙村口,1
赤沙茅园岗大街,1
赤沙路,1
赤沙路中,1
赤滘,1
走马夫,1
走马岗路,1
超视堺南门站,1
超视堺西门,1
超邦化工厂,1
越峰电子厂,1
越秀可逸阳光,1
越秀滨海新城站,1
车城大道西,1
车城路口,1
车步,1
车洞村委,1
车辽,1
车陂西路(广氮大道口),1
轻工职业学院,1
辛庄,1
辣塘路口,1
边潭村站,1
达鑫江滨新城,1
过境路口,1
迎宾大道中,1
迎宾路口,1
迎龙路,1
迎龙路(石门禅院)站,1
运动员国际区,1
远安路南,1
连丰,1
连兴,1
连塘,1
连塘市场,1
连塘村委,1
连塘村路口,1
连溪大道站,1
迪安路口,1
迳头九社总站,1
迳头二小分校,1
迳头二社,1
迳头六社,1
迴龙亭街口,1
通坑村,1
逢沙三会站,1
逢沙东利,1
逢沙会龙,1
逢沙新区,1
逢沙旧渡口,1
逢涌村委会,1
逢涌桥,1
逸景翠园,1
道滘城轨站,1
邓屋村,1
邓岗小区,1
邓村路口,1
邦盛二路,1
邮政物流中心,1
邮轮母港公交总站,1
邱屋龙溪谷田园世界,1
郭塘,1
郭塘加油站,1
郭塘小学,1
郭塘村,1
郭塘村口,1
郭塘村尾,1
郭塘西岭工业区,1
郭塘货场,1
郭庄,1
郭庄,1
郭村,1
郭石路中,1
都那牌坊,1
酒店商业街,1
里官路东,1
里水城区,1
里水客运站,1
里汾,1
里汾村,1
里汾村委,1
重岗村,1
金信路总站,1
金兰寺村,1
金地上城,1
金坑站,1
金宇花园总站,1
金属冶炼厂,1
金山产业园,1
金山北路,1
金山大道草堂村口,1
金山村委总站,1
金山谷尚层,1
金山路口,1
金岭南路口公交站,1
金州新邨,1
金新大道,1
金新大道中,1
金桔咀桥,1
金棕榈湾,1
金水里东,1
金水里村口,1
金水里西,1
金沙人家,1
金沙邮电局,1
金洲公交站,1
金渡大花坛,1
金湖雅苑总站,1
金源花园站,1
金溪科技园,1
金燕庄,1
金狮大道中,1
金狮大道西,1
金盆北路,1
金盆北路口,1
金盆村骑马场,1
金盆金沙路口,1
金碧路总站,1
金禧路西,1
金穗路总站(马场路口),1
金荷二路站,1
金菊花园,1
金融大厦站,1
金谷路口,1
金轩三路(广汽爱信),1
金轩三路(祺盛动力),1
金逢路口,1
金钟,1
金隆小学海滨路校区,1
金隆小学滨海路校区,1
金鸡,1
金龙城财富广场,1
钓鲤,1
钟岭村站,1
钟联路(白水塘)站,1
钟联路(赤米塘)站,1
钟落潭(钟升东路),1
钟落潭市场,1
钟落潭村委会,1
钟落潭高校站,1
钟边村,1
钢铁基地站,1
钱岗东向,1
钱岗古村,1
铁山村,1
铁路文化广场,1
铁路物流园,1
银利新邨,1
银利街,1
银场村(招呼站),1
银平路,1
银沙工业区站,1
银河路路口,1
锦一总站,1
锦三村委,1
锦二村委,1
锦园路南,1
锦村村委总站,1
锦绣趣园(105国道),1
锦龙站,1
镇中路,1
镇标站,1
镇泰东门,1
镇泰厂站,1
镇泰工业城,1
镜湖工业区总站,1
长七,1
长坦总站,1
长坦村口,1
长塘路口,1
长塘路口,1
长安北站,1
长安商贸城公交站,1
长安村口,1
长安社区,1
长安霄边派出所公交站,1
长山埗,1
长岗村总站,1
长岗路口,1
长岭总站,1
长岭村,1
长岭路总站(贤江西),1
长布村,1
长平村总站,1
长庚村,1
长新路口,1
长江路口,1
长江路总站,1
长沙卫生站,1
长沙埗长荔街口,1
长洲,1
长洲码头,1
长洲路口,1
长流村委,1
长湴中路,1
长湴工业一路,1
长湴工业街,1
长湴工业街口,1
长湴市场,1
长湴街,1
长源路,1
长盛路中,1
长盛路北,1
长盛路南,1
长盛路口,1
长福路,1
长福路中,1
长红广场,1
长红村总站(长湴街口),1
长红西路,1
长莫村委站,1
长贝二路(恒兆广场)总站,1
长贤路,1
长贤路东,1
长隆旅游度假区总站,1
长隆熊猫酒店,1
长隆酒店,1
门口岗总站,1
阳光家园,1
阳升村总站,1
阳升路口,1
阿里巴巴大厦,1
陆仕水产总站,1
陈塘社,1
陈太路(军民路口),1
陈家林路南,1
陈家祠总站(中山七路),1
陈洞村总站,1
陈洞村龙田庄,1
陈洞枝峰街口,1
陵园西路,1
陵岗,1
陶都站,1
隔塘大街,1
隔山村,1
隔岸,1
雁塔大桥东,1
雁洲村总站,1
雄丰村,1
雅居乐,1
雅居乐,1
雅居乐总站,1
雅山村口,1
雅致,1
集安街,1
集成电路产业园,1
集星路口,1
集贤村,1
集贤苑教师新村总站,1
雨洪公交总站,1
青少宫,1
青年路西,1
青萝路口,1
青迳村,1
面带路口,1
韦海路,1
韦海路(中建四局),1
顺德一中高中部,1
顺德区政府,1
顺德区税务局,1
顺德学院地铁站,1
顺德客运总站上客点,1
顺德职院站,1
顺成·大融城北门,1
顺昌路,1
顺河村委站,1
颐养院,1
风信路,1
风味园,1
风神六号门口,1
飞扬西路,1
飞粤大道中(九一村西),1
飞鹅墓园,1
飞鹅村,1
飞鹅路,1
飞鹅路,1
饮食风情街,1
香凝学校,1
香山大道中,1
香山大道南,1
香江野生动物世界总站,1
香草世界,1
香荔二路,1
香荔路,1
香荔路北,1
香雪二路,1
香雪山南,1
马修村,1
马修谢屋村,1
马克村站,1
马兰形,1
马前村口站,1
马前村站,1
马务大街,1
马务联和西街,1
马口圳,1
马岗岭街口,1
马岭村委,1
马庄村,1
马新路(广新路口),1
马洞广新路东,1
马洞广新路中,1
马洞马新路东,1
马溪总站,1
马溪村,1
马鞍山公园东,1
驳塘街,1
驹荣北路地铁站,1
骆村,1
骆村市场,1
骏功路,1
骏功路西,1
骏达路东,1
高丰总站,1
高唐路中,1
高塱,1
高增村,1
高岗路,1
高峰村委,1
高平桥,1
高新沙桥北站(北),1
高新沙桥北站(南),1
高沙2队路口站,1
高沙村站(北),1
高滩村,1
高滩路口,1
高田村委,1
高脊,1
高路大巷,1
高车村,1
高边,1
高速公路口,1
高铁庆盛总站,1
高铁庆盛站总站,1
高门村路口,1
鱼塘边,1
鱼洞村委,1
鱼珠总站,1
鲤塘村,1
鳌头公交站,1
鳌头工业园,1
鳌头第三中心小学,1
鳌头综维稳中心站,1
鳌头镇第二中心小学,1
鳌鱼岗大街牌坊总站,1
鳌鱼岗总站,1
鸡抱沙四涌(临时站),1
鸡笼岗路口,1
鸡龙岗路口,1
鸦湖方石村,1
鸦湖村口,1
鸭一村,1
鸭湖村,1
鸿图科技,1
鸿福东路东,1
鸿福商业中心,1
鸿福地铁站,1
鹅仓,1
鹤亭工业区北二路口,1
鹤亭工业区北六路口,1
鹤岗村,1
鹤龙东路站,1
鹤龙五路口,1
鹤龙四路(龙兴西路口)1站(原行知学院站),1
鹿田村水口站,1
鹿颈村牌坊站,1
麒麟中学站,1
麒麟新城三期总站,1
麦村村委,1
麦村村委,1
麦田生态园站,1
麻一木棉站,1
麻三村委,1
麻二大房站,1
麻二村委,1
麻冚村,1
麻冚村委,1
麻涌一中,1
麻涌中学,1
麻涌文化广场,1
麻涌码头,1
麻车村委,1
黄华路,1
黄华路口,1
黄园路,1
黄围,1
黄埔体育中心公交站场,1
黄埔区天誉小学站,1
黄埔区少年宫,1
黄埔新城(沙步一横路)总站,1
黄埔新城总站(沙步一横路),1
黄塘村,1
黄屋村,1
黄屋村,1
黄山鲁西门总站,1
黄岐中学,1
黄岐办事处总站,1
黄岐医院,1
黄岐海北广场,1
黄岐第一城总站,1
黄岐行政服务中心,1
黄岐高级中学,1
黄旗印象,1
黄村北总站,1
黄村北路,1
黄村训练基地总站,1
黄沙塘,1
黄沙岛花园,1
黄沙氹村口,1
黄沙路中站,1
黄沙路北站,1
黄河路中,1
黄泗围,1
黄泗围路口,1
黄洞村,1
黄登村,1
黄登村北,1
黄登村总站,1
黄石路南,1
黄竹塱,1
黄竹塱一队,1
黄竹塱工区六队,1
黄竹塱新村,1
黄船二街口,1
黄船技工学校,1
黄船文化中心总站,1
黄船集体宿舍,1
黄茅村委,1
黄茅村总站,1
黄葛坝站,1
黄边北路中,1
黄边北路总站,1
黄边北路西,1
黄边南街,1
黄边地铁站B口,1
黄边小学,1
黄边牌坊,1
黄阁南路,1
黄陂湿地公园,1
黄陂社区总站,1
黄鹤路总站,1
黎园酒家,1
黎家塘成德街口,1
黎家塘村口,1
黎家塘社岭街口,1
黎岗路口,1
齐富路总站,1
龙博路,1
龙口东路北,1
龙口东路南,1
龙口西(穗园小区)总站,1
龙口西路中,1
龙口西路南,1
龙古村口站,1
龙古村站,1
龙和路,1
龙地村,1
龙圳村,1
龙城医院,1
龙塘北路,1
龙塘村,1
龙岗大岭东,1
龙岗村口,1
龙岗村路口,1
龙岗风柜口,1
龙峰路口,1
龙归城(地铁夏良站)总站,1
龙归永兴村总站,1
龙怡路,1
龙新村,1
龙新村委,1
龙星,1
龙星工业园,1
龙星村,1
龙星村,1
龙星村,1
龙星村(2),1
龙星村卫生站,1
龙江交通中心公交枢纽站,1
龙江侨社,1
龙江村总站,1
龙江片区,1
龙江镇政府,1
龙河中路,1
龙河中路口,1
龙洞路,1
龙洞路南,1
龙津路口,1
龙湾村,1
龙溪公交保养场,1
龙溪地铁站,1
龙潭埔,1
龙潭村委,1
龙狮璟珑府总站,1
龙田,1
龙田村委,1
龙苑山庄,1
龙虎路东,1
龙角村委,1
龟岗站,1
龟岭村,1
