合并站名,站组ID,原始分站名,站点ID,经度,纬度
南方医院增城院区站,南方医院增城院区,南方医院增城院区站,BV09399149,113.619932,23.15988
南方医院总站,南方医院总,南方医院总站,BV10021222,113.322375,23.192086
南方医院江高院区,南方医院江高院区,南方医院江高院区,BV11345927,113.222472,23.287813
南方大厦,南方大厦,南方大厦,BV11688451,113.249933,23.111166
南方大厦,南方大厦,南方大厦站1,BV09192173,113.247145,23.110164
南方大厦,南方大厦,南方大厦1,BV09169831,113.247235,23.110198
南方学院后门总站,南方学院后门总,南方学院后门总站,BV11417822,113.674005,23.629316
南方报社,南方报社,南方报社2,BV09233664,113.309999,23.124307
南方报社,南方报社,南方报社,BV09005187,113.30958,23.123782
南方村,南方村,南方村,BV10019338,113.293314,23.294509
南方村委,南方村委,南方村委,BV11447267,113.276345,23.294441
南方茶叶市场总站,南方茶叶市场总,南方茶叶市场总站,BV10019333,113.216032,23.105853
南昌社,南昌社,南昌社,BV09193889,113.196274,23.346128
南昌里,南昌里,南昌里,BV09313065,113.214376,23.442748
南星村,南星村,南星村,BV10252536,113.022902,23.049804
南星汤屋社,南星汤屋社,南星汤屋社1,BV11359303,113.669642,23.580685
南星汤屋社,南星汤屋社,南星汤屋社2,BV11359304,113.673222,23.58027
南村,南村#1,南村1,BV09316713,113.268289,23.100773
南村,南村#1,南村,BV11688567,113.268321,23.100297
南村,南村#2,南村,BV09398775,113.387779,23.007205
南村,南村#3,南村站,BV09277458,113.386287,22.784329
南村,南村#4,南村,BV11688568,113.278471,23.473257
南村中学,南村中学,南村中学,BV10019920,113.38351,22.998722
南村医院,南村医院,南村医院,BV11689288,113.385679,23.01017
南村尾,南村尾,南村尾站,BV10018334,113.391396,22.778245
南村文化广场,南村文化广场,南村文化广场,BV11688150,113.374634,23.003023
南村社区居委,南村社区居委,南村社区居委,BV11675124,113.380985,23.007626
南村综合市场,南村综合市场,南村综合市场,BV11689284,113.382198,23.009721
南村车站,南村车,南村车站,BV10019663,113.378881,23.00955
南桂桥,南桂桥,南桂桥,BV10251601,113.129239,23.034109
南楼村路口,南楼村路口,南楼村路口,BV11224122,113.441977,23.661232
南横市场站,南横市场,南横市场站,BV11410732,113.595922,22.754538
南横村站,南横村,南横村站,BV11393013,113.596447,22.7517
南水路,南水路,南水路,BV11623152,113.097492,23.260388
南水路西,南水路西,南水路西,BV11676704,113.089976,23.259975
南汉二陵博物馆,南汉二陵博物馆,南汉二陵博物馆,BV11440426,113.377946,23.046608
南沙世贸中心大厦站,南沙世贸中心大厦,南沙世贸中心大厦站,BV10015840,113.599472,22.774543
南沙中心医院西门站,南沙中心医院西门,南沙中心医院西门站,BV11583739,113.526946,22.788948
南沙体育馆站,南沙体育馆,南沙体育馆站,BV10014706,113.5114,22.78388
南沙儿童公园总站,南沙儿童公园总,南沙儿童公园总站,BV09061484,113.5368,22.821357
南沙儿童公园站,南沙儿童公园,南沙儿童公园站,BV10381617,113.536861,22.821049
南沙儿童公园站,南沙儿童公园,南沙儿童公园站(北行),BV09374606,113.536832,22.821041
南沙儿童公园站,南沙儿童公园,南沙儿童公园站(南行),BV09374605,113.536777,22.821297
南沙区人民政府西门,南沙区人民政府西门,南沙区人民政府西门,BV09337250,113.517356,22.804188
南沙十里方圆,南沙十里方圆,南沙十里方圆站,BV11689813,113.499488,22.817659
南沙华师附小站,南沙华师附小,南沙华师附小站,BV10818016,113.599833,22.764699
南沙华师附幼站,南沙华师附幼,南沙华师附幼站,BV11393015,113.601554,22.766214
南沙图书馆站,南沙图书馆,南沙图书馆站,BV11438902,113.528182,22.801187
南沙境界站,南沙境界,南沙境界站,BV10021043,113.521615,22.815933
南沙奥园站,南沙奥园,南沙奥园站,BV10024097,113.590534,22.750794
南沙妇幼保健院站,南沙妇幼保健院,南沙妇幼保健院站,BV10901616,113.566811,22.747629
南沙客运港站,南沙客运港,南沙客运港站,BV10015841,113.606539,22.771995
南沙客运站,南沙客运,南沙客运站,BV10381311,113.590264,22.771138
南沙小学(西门)站,南沙小学(西门),南沙小学(西门)站,BV11616126,113.56817,22.757575
南沙小学站,南沙小学,南沙小学站,BV10018625,113.570766,22.755754
南沙小学站,南沙小学,南沙小学站2,BV09099108,113.573149,22.755158
南沙小学西门,南沙小学西门,南沙小学西门,BV11174463,113.568491,22.75723
南沙数聚大厦,南沙数聚大厦,南沙数聚大厦,BV09302199,113.510557,22.768891
南沙村站,南沙村,南沙村站,BV11419859,113.410146,22.793969
南沙港务大厦,南沙港务大厦,南沙港务大厦站,BV10980872,113.667953,22.647513
南沙港车站,南沙港车,南沙港车站,BV09187647,113.641858,22.665411
南沙湾御苑,南沙湾御苑,南沙湾御苑站,BV09302422,113.583139,22.798215
南沙湾总站,南沙湾总,南沙湾总站,BV11155029,113.608088,22.766934
南沙湿地公园,南沙湿地公园,南沙湿地公园,BV09244064,113.633695,22.6117
南沙牌坊站,南沙牌坊,南沙牌坊站,BV10015889,113.530532,22.803635
南沙疾控中心(启慧学校)站,南沙疾控中心(启慧学校),南沙疾控中心(启慧学校)站,BV11477167,113.494135,22.810701
南沙疾控中心站,南沙疾控中心,南沙疾控中心站,BV11520060,113.492771,22.807881
南沙碧桂园站,南沙碧桂园,南沙碧桂园站,BV10015867,113.550117,22.801948
南沙科创中心站,南沙科创中心,南沙科创中心站,BV11393016,113.596214,22.745973
南沙科技创新中心站,南沙科技创新中心,南沙科技创新中心站,BV10024034,113.595154,22.75092
南沙第一中学站,南沙第一中学,南沙第一中学站,BV10975332,113.538791,22.789856
南沙蕉门公交总站,南沙蕉门公交总,南沙蕉门公交总站,BV11419706,113.523087,22.803712
南沙街道办事处站,南沙街道办事处,南沙街道办事处站,BV10015869,113.561447,22.800696
南沙资讯科技园,南沙资讯科技园,南沙资讯科技园站,BV10024035,113.603243,22.750901
南油,南油,南油,BV10252553,112.989976,23.113911
南泰路,南泰路,南泰路,BV10021720,113.271418,23.085085
南泰路(南石路口),南泰路(南石路口),南泰路(南石路口),BV11661261,113.255734,23.079456
南泰路(南边路口),南泰路(南边路口),南泰路(南边路口),BV11661263,113.257966,23.080341
南泰路东,南泰路东,南泰路东,BV10022515,113.279945,23.088673
南泰路口,南泰路口,南泰路口,BV10019559,113.274997,23.087309
南泰路西,南泰路西,南泰路西,BV10021619,113.265381,23.084098
南洋学校,南洋学校,南洋学校,BV11632965,113.535681,23.493185
南洋庄,南洋庄,南洋庄,BV11199996,113.254759,23.391654
南洋理工职业学院,南洋理工职业学院,南洋理工职业学院,BV11353226,113.612455,23.58482
南洲北,南洲北,南洲北,BV10018264,113.297816,23.071429
南洲北路,南洲北路,南洲北路,BV10014357,113.297098,23.073404
南洲北路总站,南洲北路总,南洲北路总站,BV10019120,113.290209,23.07396
南洲名苑,南洲名苑,南洲名苑,BV10016102,113.288777,23.067926
南洲名苑北,南洲名苑北,南洲名苑北,BV10013747,113.292198,23.068912
南洲工业区,南洲工业区,南洲工业区,BV10263116,113.552476,23.075834
南洲村,南洲村,南洲村,BV10263114,113.556391,23.076916
南洲花园,南洲花园,南洲花园,BV10014358,113.300187,23.07318
南洲花园总站,南洲花园总,南洲花园总站,BV10019474,113.300638,23.072595
南洲花园总站,南洲花园总,南洲花园总站1号分站,BV09415725,113.300638,23.072595
南洲路,南洲路,南洲路,BV10791667,113.319692,23.063144
南洲路(小洲南路口)总站,南洲路(小洲南路口)总,南洲路(小洲南路口)总站,BV09244066,113.348749,23.049284
南洲路中,南洲路中,南洲路中,BV09358354,113.319394,23.060508
南洲路口,南洲路口,南洲路口站,BV09025579,113.291984,23.070698
南洲路总站(小洲南路口),南洲路总站(小洲南路口),南洲路总站(小洲南路口),BV09243517,113.348648,23.049135
南派村,南派村,南派村,BV10019785,113.487876,22.938192
南派花场,南派花场,南派花场,BV10019784,113.490886,22.934279
南浦三桥北,南浦三桥北,南浦三桥北,BV11688062,113.288713,23.030474
南浦三桥南,南浦三桥南,南浦三桥南,BV11064176,113.296573,23.021447
南浦大桥南(沿沙路),南浦大桥南(沿沙路),南浦大桥南,BV11297525,113.290186,23.03958
南浦大桥南(沿沙路),南浦大桥南(沿沙路),南浦大桥南(沿沙路),BV10023111,113.28969,23.040419
南浦岛(锦绣半岛)总站,南浦岛(锦绣半岛)总,南浦岛(锦绣半岛)总站,BV09294914,113.253542,23.047146
南浦岛总站,南浦岛总,南浦岛总站,BV10020343,113.253377,23.046856
南浦敏捷金月湾,南浦敏捷金月湾,南浦敏捷金月湾,BV10655135,113.250822,23.039551
南浦村,南浦村#1,南浦村,BV11690772,113.171854,23.347122
南浦村,南浦村#2,南浦村,BV09344241,113.462706,22.963622
南浦村总站,南浦村总,南浦村总站,BV10018849,113.170255,23.347073
南浦海滨花园,南浦海滨花园,南浦海滨花园,BV11089350,113.285663,23.038806
南浦综合市场,南浦综合市场,南浦综合市场,BV10023221,113.271695,23.048237
南浦车站,南浦车,南浦车站,BV10023220,113.27483,23.049065
南海中学,南海中学,南海中学,BV10667541,112.992862,22.949318
南海体育馆,南海体育馆,南海体育馆,BV11175931,113.135949,23.050735
南海信息技术学校站,南海信息技术学校,南海信息技术学校站,BV10251717,112.997111,23.085815
南海公交总站,南海公交总,南海公交总站,BV11092271,113.146813,23.041428
南海公安局,南海公安局,南海公安局,BV10251700,113.137391,23.034705
南海区全科医院,南海区全科医院,南海区全科医院,BV09064963,113.124468,23.038334
南海外国语学校(三山校区),南海外国语学校(三山校区),南海外国语学校(三山校区),BV10798162,113.22189,23.009437
南海大道海四路口,南海大道海四路口,南海大道海四路口,BV11692982,113.134307,23.055136
南海广场,南海广场,南海广场,BV11175928,113.134681,23.045917
南海快线枢纽中心,南海快线枢纽中心,南海快线枢纽中心,BV11427465,113.149659,23.039169
南海技师学院站,南海技师学院,南海技师学院站,BV11466153,113.074225,23.198329
南海旅游公交总站,南海旅游公交总,南海旅游公交总站,BV11643957,113.139761,23.054544
南海神庙,南海神庙,南海神庙,BV11386237,113.491167,23.087291
南海神庙,南海神庙,南海神庙,BV10014601,113.491359,23.08714
南海第二人民医院,南海第二人民医院,南海第二人民医院,BV11004275,113.184887,23.042218
南海第二人民医院北,南海第二人民医院北,南海第二人民医院北,BV10254528,113.185611,23.043605
南海管业城,南海管业城,南海管业城,BV11321048,113.16368,23.171437
南海路北,南海路北,南海路北,BV11573377,113.187065,23.114018
南涌口村,南涌口村,南涌口村,BV11206063,113.486661,22.815958
南涌口路站,南涌口路,南涌口路站,BV11206069,113.493468,22.814586
南涌村委站,南涌村委,南涌村委站,BV10024050,113.457209,22.88106
南湖一路,南湖一路,南湖一路,BV10251619,113.046077,23.062382
南湖乐园,南湖乐园,南湖乐园,BV10019147,113.32903,23.219647
南湖半山,南湖半山,南湖半山,BV11688576,113.332707,23.223396
南湖半岛花园总站,南湖半岛花园总,南湖半岛花园总站,BV11199328,113.331314,23.219786
南湖总站,南湖总,南湖总站,BV10388655,113.318834,23.21553
南湾,南湾,南湾,BV11386229,113.50451,23.085347
南湾,南湾,南湾,BV10014603,113.505698,23.084988
南湾总站,南湾总,南湾总站,BV11472711,113.505698,23.084988
南湾水乡总站,南湾水乡总,南湾水乡总站,BV11622857,113.505458,23.085017
南源街,南源街,南源街,BV11371498,113.228994,23.132084
南滘路口,南滘路口,南滘路口,BV10256252,113.196141,23.131516
南漖,南漖,南漖,BV09232376,113.24028,23.053413
南漖(立白科技园)总站,南漖(立白科技园)总,南漖(立白科技园)总站,BV09372077,113.241023,23.055083
南漖村,南漖村,南漖村,BV11199329,113.23939,23.052965
南潢路口,南潢路口,南潢路口,BV10262623,113.668979,23.097537
南燕路,南燕路,南燕路,BV10018265,113.300681,23.072391
南珠路,南珠路,南珠路,BV11476747,113.364266,22.930357
南田西,南田西,南田西,BV10715984,113.252207,23.098553
南田西,南田西,南田西2,BV09222640,113.25199,23.098761
南田路,南田路,南田路,BV11688509,113.256072,23.100582
南石西(地铁棣园站)总站,南石西(地铁棣园站)总,南石西(地铁棣园站)总站,BV09364265,113.258205,23.074901
南石路,南石路,南石路,BV11661262,113.256351,23.077002
南站小学,南站小学,南站小学,BV11451733,113.26998,22.998704
南箕路总站,南箕路总,南箕路总站,BV10021796,113.264126,23.072498
南粤技工学校,南粤技工学校,南粤技工学校,BV11334504,113.537567,23.48618
南约,南约,南约,BV09205390,113.14387,23.035325
南翔一路东,南翔一路东,南翔一路东,BV09355564,113.45618,23.158754
南翔一路中,南翔一路中,南翔一路中,BV11467018,113.452385,23.159357
南翔三路站,南翔三路,南翔三路站,BV10885195,113.442951,23.151093
南翔二路,南翔二路,南翔二路站,BV10885214,113.437871,23.15737
南翔二路东,南翔二路东,南翔二路东站,BV10885189,113.448943,23.156424
南翔二路中,南翔二路中,南翔二路中站,BV09355569,113.443239,23.157237
南航信息楼,南航信息楼,南航信息楼,BV11622444,113.292408,23.371935
南航机务工程部,南航机务工程部,南航机务工程部,BV11271588,113.304782,23.408844
南航碧路口,南航碧路口,南航碧路口,BV10457976,113.188874,23.48236
南航综合楼,南航综合楼,南航综合楼,BV11602139,113.29142,23.37292
南航货运部,南航货运部,南航货运部,BV11421413,113.303273,23.410483
南航路口,南航路口,南航路口,BV10015475,113.179234,23.452281
南英检测,南英检测,南英检测站,BV09371839,113.487263,22.858382
